X,Y,id_1,match_addr,ein,name,ico,street,city_1,state,zip,group_,subsection,affiliatio,classifica,ruling,deductibil,foundation,activity,organizati,status_1,tax_period,asset_cd,income_cd,filing_req,pf_filing_,acct_pd,asset_amt,income_amt,revenue_am,code,zip5,zip4,eco,lat,long,descriptio,category
-84.5947,33.9089,876505,,208662173,CONNECT MISSIONS,% ADAM SUTER,PO BOX 70984,MARIETTA,GA,30007-0984,0,3,3,1200,200712,1,15,0,1,1,201412,3,4,1,0,12,31734,132446,132446,X99,30007,984,,,,Religion-Related NEC,religious
-84.5947,33.9089,876506,,204235695,ME AND MY TWO FRIENDS FOUNDATIONINC,% ALISA UNGER,PO BOX 71236,MARIETTA,GA,30007-1236,0,3,3,1000,200612,1,15,0,1,1,201412,1,1,2,0,12,349,9335,9335,B990,30007,1236,,,,,
-84.5947,33.9089,876507,,237174850,FREE & ACCEPTED MASONS OF GEORGIA,% IVAN BURTS TATUM,PO BOX 70484,MARIETTA,GA,30007-0484,449,10,9,1000,194107,1,0,36279000,5,1,201412,5,1,2,0,12,925323,8342,8342,,30007,484,,,,,
-84.5947,33.9089,876508,,205652970,COBB COMMUNITY FOUNDATION INC,% SUSAN W WOOTTON,PO BOX 671868,MARIETTA,GA,30006-0032,0,3,3,1000,200708,1,15,0,1,1,201412,7,6,1,0,12,5996410,2576690,2558040,A12,30006,32,,,,Fund Raising & Fund Distribution,arts
-84.6011,33.882,876509,1801 Milford Way SW+ Marietta+ Georgia+ 30008,204544732,CROWNED FOR VICTORY INCORPORATED,% CARLIA JONES,1801 MILFORD WAY SW,MARIETTA,GA,30008-8112,0,3,3,1000,200704,1,15,0,1,1,201409,0,0,2,0,9,0,0,0,P46,30008,8112,,33.882,-84.6011,Family Counseling,human_services
-84.295,34.0849,876511,342 N Main St+ Alpharetta+ Georgia+ 30009,203231869,JUSTICE SERVED,% FRED SMITH,342 N MAIN ST STE 203,ALPHARETTA,GA,30009-8376,0,3,3,1000,200512,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P20,30009,8376,,34.0849,-84.295,Human Services,human_services
-84.2952,34.0863,876512,390 N Main St+ Alpharetta+ Georgia+ 30009,223316648,NATIONAL ASSOCIATION OF ORTHOPAEDIC NURSES FOUNDATION INC,% JURAVEL & COMPANY,390 N MAIN ST,ALPHARETTA,GA,30009-2322,0,3,3,1000,199411,1,15,994040000,1,1,201412,4,3,1,0,12,115321,61801,47578,B82,30009,2322,,34.0863,-84.2952,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.3002,34.0551,876515,9115 Westside Pkwy+ Alpharetta+ Georgia+ 30009,208613765,ADVANCE EDUCATION INC,,9115 WESTSIDE PKWY,ALPHARETTA,GA,30009-8000,0,3,3,1200,200707,1,16,0,1,1,201406,8,8,1,0,6,40476900,27537100,27537100,B03,30009,8000,,34.0551,-84.3002,Professional Societies & Associations,education
-84.209,34.0708,876516,6350 Bannerhorn Run+ Alpharetta+ Georgia+ 30005,204988683,EMERGING LEADERS INC,% EMERGING LEADERS,6350 BANNERHORN RUN,ALPHARETTA,GA,30005-7402,0,3,3,1270,200705,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X02,30005,7402,,34.0708,-84.209,Management & Technical Assistance,religious
-84.2332,34.1018,876518,6736 Jamestown Dr+ Alpharetta+ Georgia+ 30005,237292093,ALPHA XI DELTA BUILDING CORPORATION OF ATLANTA GEORGIA,% JENNIFER TREADWELL,6736 JAMESTOWN DR,ALPHARETTA,GA,30005-3030,0,7,3,1000,198005,2,0,34036059,1,1,201404,6,4,1,0,4,1341460,439921,90481,,30005,3030,,34.1018,-84.2332,,
-84.2656,34.0608,876519,4350 North Point Pkwy+ Alpharetta+ Georgia+ 30022,205420008,NORTH POINT MINISTRIES FOUNDATIONINC,,4350 N POINT PKWY,ALPHARETTA,GA,30022-4101,0,3,3,7000,200611,1,17,0,1,1,,0,0,13,0,12,,,,X11,30022,4101,,34.0608,-84.2656,Single Organization Support,religious
-84.2551,34.0785,876520,3595 Webb Bridge Rd+ Alpharetta+ Georgia+ 30005,202166013,ALPHARETTA HIGH SCHOOL ATHLETIC ASSOCIATION,% KIRK ALEXANDER,3595 WEBB BRIDGE RD,ALPHARETTA,GA,30005-4140,0,3,3,1000,200506,1,16,0,1,1,201406,4,6,1,0,6,324599,1012780,1012780,B11,30005,4140,,34.0785,-84.2551,Single Organization Support,education
-84.3242,34.1223,876521,14002 Tree Loft Rd+ Milton+ Georgia+ 30004,208923078,MICHAEL BARRETT FOUNDATION INC,% MICHAEL BARRETT,14002 TREE LOFT RD,MILTON,GA,30004-0839,0,3,3,1000,201002,1,16,0,1,1,201506,0,0,2,0,6,0,0,0,T30,30004,839,,34.1223,-84.3242,Public Foundations,philanthropy
-84.3242,34.1223,876522,,202011970,WILLIAM B ORKIN FOUNDATION INC,% WILLIAM B ORKIN,12650 GRABAPPLE RD STE 200,MILTON,GA,30004-0000,0,3,3,1000,200504,1,4,0,1,1,201412,8,7,0,1,12,11172200,9487570,,T20,30004,0,,,,Private Grantmaking Foundations,philanthropy
-84.2018,34.0746,876523,11950 Jones Bridge Rd+ Alpharetta+ Georgia+ 30005,203777031,ALPHARETTA AMBUSH SOCCER CLUB INC,% TOM OCONNOR,11950 JONES BRIDGE ROAD,ALPHARETTA,GA,30005-8911,0,3,3,2000,200705,1,15,0,1,1,201412,4,4,1,0,12,160880,482632,482632,N64,30005,8911,,34.0746,-84.2018,Soccer,rec_sports
-84.2082,34.0932,876524,5174 McGinnis Ferry Rd+ Alpharetta+ Georgia+ 30005,204365081,SHRM STATE COUNCIL INC,% EUNICE GLOVER,5174 MCGINNIS FERRY RD BOX 207,ALPHARETTA,GA,30005-1792,0,6,3,2000,200609,2,0,0,1,1,201312,3,3,1,0,12,52604,60757,60757,S41,30005,1792,,34.0932,-84.2082,Chambers of Commerce & Business Leagues,community_capacity_bldg
-84.256,34.0891,876525,5780 Windward Pkwy+ Alpharetta+ Georgia+ 30005,204009968,MDC TODAY FAMILY FOUNDATION,% DANIEL J MCSWAIN III,5780 WINDWARD PARKWAY,ALPHARETTA,GA,30005-5206,0,3,3,1000,201503,1,4,0,2,1,201412,3,2,0,1,12,26804,22591,,T22,30005,5206,,34.0891,-84.256,Private Independent Foundations,philanthropy
-84.3046,34.1474,876526,15120 N Valleyfield Rd+ Alpharetta+ Georgia+ 30004,206363957,MYFIFIDENT FOUNDATION,,15120 N VALLEYFIELD RD,ALPHARETTA,GA,30004-3153,0,3,3,1000,200502,1,4,0,2,1,201312,8,6,0,1,12,10054700,1384500,,T22,30004,3153,,34.1474,-84.3046,Private Independent Foundations,philanthropy
-84.2544,34.1042,876527,13560 Morris Rd+ Alpharetta+ Georgia+ 30004,204515065,K CHARITABLE FOUNDATION INC,,13560 MORRIS RD 1ST FL 1140,ALPHARETTA,GA,30004-8508,0,3,3,2100,200705,1,4,0,1,1,201312,4,4,0,1,12,206069,200900,,T20,30004,8508,,34.1042,-84.2544,Private Grantmaking Foundations,philanthropy
-84.2381,34.1014,876528,4080 McGinnis Ferry Rd+ Alpharetta+ Georgia+ 30005,205397231,WORKLIFE INC,,4080 MCGINNIS FERRY RD STE 204,ALPHARETTA,GA,30005-1736,0,3,3,7000,200709,1,16,0,1,1,201412,4,4,1,0,12,120249,200912,200912,X20,30005,1736,,34.1014,-84.2381,Christianity,religious
-84.2873,34.1269,876529,2355 Saddlesprings Dr+ Alpharetta+ Georgia+ 30004,207135973,MANDULA FAMILY FOUNDATION,,2355 SADDLESPRINGS DR,ALPHARETTA,GA,30004-3254,0,3,3,7000,200803,1,4,0,2,1,201406,1,1,0,1,6,4654,2,,T22,30004,3254,,34.1269,-84.2873,Private Independent Foundations,philanthropy
-84.2411,34.0606,876530,4100 Old Milton Pkwy+ Alpharetta+ Georgia+ 30005,202617285,FULTON EDUCATIONAL SERVICES INC,% ALI OZER FAHRI BAYER,4100 OLD MILTON PKWY,ALPHARETTA,GA,30005-4442,0,3,3,2000,200506,1,11,0,1,1,201406,4,6,1,0,6,330570,2266200,2266200,B29,30005,4442,,34.0606,-84.2411,Charter Schools,elementary_secondary_schools
-84.2411,34.0606,876531,,205661452,BRIDGING THE GAP INDEPENDENT LIVING AND RESOURCE CENTER,% CHARLOTTE BAKER,PO BOX 930630,NORCROSS,GA,30003-0630,0,3,3,1000,200803,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P73,30003,630,,,,Group Homes,human_services
-84.2411,34.0606,876532,,237099252,NORTH CLARENDON BAPTIST CHURCH,,PO BOX 633,AVONDALE EST,GA,30002-0633,1702,3,9,7000,196412,1,10,1029000,5,1,,0,0,6,0,12,,,,,30002,633,,,,,
-84.2809,34.0792,876534,103 Sterling Ct+ Alpharetta+ Georgia+ 30004,205991865,PARENTS TEACHERS AND ADVOCATES INC,% BARBARA E HARVEY,103 STERLING COUART,ALPHARETTA,GA,30004-0000,0,3,3,2000,200712,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,,30004,0,,34.0792,-84.2809,,
-84.2408,34.0997,876536,1525 Windward Con+ Alpharetta+ Georgia+ 30005,203213047,TOASTMASTERS INTERNATIONAL,% EQUIFAX INC,MAIL DROP J-42K 1525 WINDWARD CONCO,ALPHARETTA,GA,30005-0000,820,3,9,2000,194505,0,16,0,5,1,201412,0,0,2,0,12,0,0,0,,30005,0,,34.0997,-84.2408,,
-84.2427,34.0923,876544,4125 Windward Plz+ Alpharetta+ Georgia+ 30005,208388310,TOASTMASTERS INTERNATIONAL,% SPEAKERS IN SYNC,4125 WINDWARD PLZ,ALPHARETTA,GA,30005-8738,820,3,9,2000,194505,1,16,59319000,5,1,201412,0,0,2,0,12,0,0,0,,30005,8738,,34.0923,-84.2427,,
-84.2544,34.1042,876557,13560 Morris Rd+ Alpharetta+ Georgia+ 30004,204513889,PROVIDENCE CHRISTIAN FOUNDATION INC,,13560 MORRIS RD STE 1140,ALPHARETTA,GA,30004-0002,0,3,3,1000,200704,1,4,0,1,1,201312,6,3,0,1,12,2920650,50008,,T22,30004,2,,34.1042,-84.2544,Private Independent Foundations,philanthropy
-84.2766,34.0951,876598,12850 Highway 9 N+ Alpharetta+ Georgia+ 30004,203045777,KEEPIN IT REAL LIGHTHOUSE,% CHARLES MACKIE,12850 HIGHWAY 9 N STE 600,ALPHARETTA,GA,30004-4248,0,3,3,7100,200904,1,10,0,1,1,,0,0,6,0,12,,,,X20,30004,4248,,34.0951,-84.2766,Christianity,religious
-84.3001,34.1494,922592,2025 Drummond Pond Rd+ Alpharetta+ Georgia+ 30004,263874634,GEISEL FAMILY FOUNDATION INC,% BRIAN RICHARD GEISEL,2025 DRUMMOND POND RD,ALPHARETTA,GA,30004-3152,0,3,3,1000,200903,1,4,0,1,1,201412,5,3,0,1,12,628466,83798,,T20,30004,3152,,34.1494,-84.3001,Private Grantmaking Foundations,philanthropy
-84.2623,33.78,922593,3131 Old Rockbridge Rd+ Avondale Estates+ Georgia+ 30002,264028143,FERNBANK ELEMENTARY SCHOOL FOUNDATION INC,% CATHY ZEDD,3131 OLD ROCKBRIDGE RD,AVONDALE EST,GA,30002-1123,0,3,3,1000,200911,1,15,0,1,1,201407,4,4,1,0,7,180206,169827,137182,B19,30002,1123,,33.78,-84.2623,Support NEC,education
-84.338,34.0748,922594,12095 N Hickory Trce+ Alpharetta+ Georgia+ 30004,261338793,SOCCER FOR A CURE INC,% CHARLIE CORBITT,12095 N HICKORY TRCE,ALPHARETTA,GA,30004-6334,0,3,3,1000,200808,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,G12,30004,6334,,34.0748,-84.338,Fund Raising & Fund Distribution,diseases
-84.3034,34.1467,922600,14925 E Bluff Rd+ Alpharetta+ Georgia+ 30004,261747728,INTERNATIONAL HEALTH SERVICES FOUNDATION INC,,14925 E BLUFF RD,ALPHARETTA,GA,30004-3161,0,3,3,1200,200902,1,3,0,1,1,201412,1,3,0,1,12,3992,49900,,E02,30004,3161,,34.1467,-84.3034,Management & Technical Assistance,healthcare
-84.3034,34.1467,922601,14925 E Bluff Rd+ Alpharetta+ Georgia+ 30004,263327479,LEADERSHIP CORPS INC,% CHARLES EVANS,14925 E BLUFF RD,ALPHARETTA,GA,30004-3161,0,3,3,1200,200902,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,T50,30004,3161,,34.1467,-84.3034,Philanthropy,philanthropy
-84.2544,34.1042,922602,13560 Morris Rd+ Alpharetta+ Georgia+ 30004,263982248,BLUEPRINT FOR LIFE INC,% MIGUEL KNUCKEY,13560 MORRIS RD STE 1140,ALPHARETTA,GA,30004-0002,0,3,3,7100,200912,1,15,0,1,1,201312,3,4,1,0,12,66174,270577,270577,X20,30004,2,,34.1042,-84.2544,Christianity,religious
-84.261,34.12,922605,13935 Belleterre Dr+ Alpharetta+ Georgia+ 30004,237584653,NATIONAL SOCIETY DAUGHTERS OF FOUNDERS & PATRIOTS OF AMERICA,% MARGUERITE DYAL,13935 BELLETERRE DR,ALPHARETTA,GA,30004-4352,842,3,9,1000,197211,1,16,59062908,5,1,201412,0,0,2,0,12,0,0,0,,30004,4352,,34.12,-84.261,,
-84.3129,34.144,922607,1875 Highgrove Club Dr+ Milton+ Georgia+ 30004,262497550,TAMMYS HOPE FOR A CURE INC,% BILL GENTRY,1875 HIGHGROVE CLUB DR,MILTON,GA,30004-6959,0,3,3,1000,200902,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,G123,30004,6959,,34.144,-84.3129,,
-84.3612,34.1043,922609,13185 New Providence Rd+ Milton+ Georgia+ 30004,261193802,SPECIAL EQUESTRIANS OF GEORGIA,% KAY AVERETT,13185 NEW PROVIDENCE RD,MILTON,GA,30004-3757,0,3,3,2100,200901,1,15,0,1,1,201412,1,3,1,0,12,960,55947,55431,P30,30004,3757,,34.1043,-84.3612,Children & Youth Services,human_services
-84.2888,34.1152,922610,2485 Bethany Bnd+ Alpharetta+ Georgia+ 30004,260842451,BYRDHOUSE MINISTRIES INC,% PAUL BYRD,2485 BETHANY BND,ALPHARETTA,GA,30004-4320,0,3,3,1000,200806,1,16,0,1,1,201412,1,2,2,0,12,747,10500,10500,N60,30004,4320,,34.1152,-84.2888,Amateur Sports,rec_sports
-84.2022,34.0888,922611,12820 Wyngate Trl+ Alpharetta+ Georgia+ 30005,262078246,MUSH RESCUE INC,% MEREDITH ESTEP,12820 WYNGATE TRL,ALPHARETTA,GA,30005-7515,0,3,3,1000,200903,1,15,0,1,1,201412,1,2,2,0,12,841,10274,10274,D20,30005,7515,,34.0888,-84.2022,Animal Protection & Welfare,animal
-84.2701,34.119,922612,13900 Alpharetta Hwy+ Alpharetta+ Georgia+ 30004,264196119,LEARNING TO SERVE,% AMANDA D HUDSON,12460 ALPHARETTA ST,ALPHARETTA,GA,30004-0000,0,3,3,1000,200912,1,15,0,1,1,201412,1,4,1,0,12,8638,254000,254000,B82,30004,0,,34.119,-84.2701,Scholarships & Student Financial Aid,elementary_secondary_schools
-84.2544,34.1042,922613,13560 Morris Rd+ Alpharetta+ Georgia+ 30004,260477466,TOASTMASTERS INTERNATIONAL,% PHILIPS HEALTHCARE,13560 MORRIS RD,ALPHARETTA,GA,30004-8508,820,3,9,2000,194505,1,16,59319000,5,1,201412,0,0,2,0,12,0,0,0,,30004,8508,,34.1042,-84.2544,,
-84.3195,34.1393,922614,14680 Freemanville Rd+ Milton+ Georgia+ 30004,262014305,PROTECT MILTON INC,,14680 FREEMANVILLE RD,MILTON,GA,30004-0902,0,3,3,1000,200909,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,S20,30004,902,,34.1393,-84.3195,Community & Neighborhood Development,community_capacity_bldg
-84.228,34.0642,922615,2001 Breckenridge Ln+ Alpharetta+ Georgia+ 30005,262931776,PARTNERS FOR CARE INC,,2001 BRECKENRIDGE LN,ALPHARETTA,GA,30005-3408,0,3,3,1270,200903,1,15,0,1,1,201405,3,4,1,0,5,29429,386226,382080,Q30,30005,3408,,34.0642,-84.228,International Development,international
-84.2306,34.0837,922616,5065 Harbour Ridge Dr+ Alpharetta+ Georgia+ 30005,261204104,SMOOTH STONE MINISTRIES INTERNATIONAL INC,% JIM FINCH,5065 HARBOUR RIDGE DR,ALPHARETTA,GA,30005-6972,0,3,3,1000,200902,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B60,30005,6972,,34.0837,-84.2306,Adult Education,elementary_secondary_schools
-84.2579,34.0718,922618,3440 Preston Ridge Rd+ Alpharetta+ Georgia+ 30005,263920026,ROD AND LESLIE AYCOX FOUNDATION INC,% ROD AYCOX,3440 PRESTON RIDGE RD STE 500,ALPHARETTA,GA,30005-3823,0,3,3,1000,200907,1,4,0,1,1,201312,5,1,0,1,12,552728,230,,T22,30005,3823,,34.0718,-84.2579,Private Independent Foundations,philanthropy
-84.2441,34.0663,922619,360 Tumbling Creek Dr+ Alpharetta+ Georgia+ 30005,264822541,FOUNDATION BEYOND BELIEF INC,% DALE MCGOWAN,360 TUMBLING CREEK DR,ALPHARETTA,GA,30005-6496,0,3,3,1200,201003,1,15,0,1,1,201412,4,4,1,0,12,137044,440600,440600,T50,30005,6496,,34.0663,-84.2441,Philanthropy,philanthropy
-84.2106,34.0797,922624,3610 Newport Bay Dr+ Alpharetta+ Georgia+ 30005,264485740,SHELTERING BOOKS INC,% BETH ANN BEARUP,3610 NEWPORT BAY DR,ALPHARETTA,GA,30005-7817,0,3,0,1000,200908,1,15,0,1,1,201212,0,1,2,0,12,0,3915,3915,P20,30005,7817,,34.0797,-84.2106,Human Services,human_services
-84.2551,34.0785,922625,3595 Webb Bridge Rd+ Alpharetta+ Georgia+ 30005,263627633,ALPHARETTA HIGH SCHOOL FOUNDATION,% MARY ANNE CHARRON,3595 WEBB BRIDGE RD,ALPHARETTA,GA,30005-4140,0,3,3,1000,201012,1,15,0,1,1,201412,3,3,2,0,12,50808,43220,43220,T123,30005,4140,,34.0785,-84.2551,,
-84.5963,33.8829,922626,2859 Creek Ct SW+ Marietta+ Georgia+ 30008,270108434,GEORGIA CHAPTER OF THE AMERICAN CHESTNUT FOUNDATION,% MARK STOAKES,2859 CREEK CT SW,MARIETTA,GA,30008-6892,0,3,3,1000,200501,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,C41,30008,6892,1,33.8829,-84.5963,Botanical Gardens & Arboreta,environment
-84.5877,33.9128,922627,1815 Kimberly Dr SW+ Marietta+ Georgia+ 30008,237629947,WOODMEN OF THE WORLD OMAHA WOODMEN LIFE INSURANCE SOCIETY,% BEVERLY HOLCOMBE,1815 KIMBERLY DR SW,MARIETTA,GA,30008-4417,510,8,9,1000,194112,1,0,325350062,5,1,201412,0,0,2,0,12,0,0,0,,30008,4417,,33.9128,-84.5877,,
-84.2054,34.0717,922628,11877 Douglas Rd+ Johns Creek+ Georgia+ 30005,264265852,TRUE IDENTITY MINISTRIES INC,% JENNIFER BROMMET,SUITE 102251 11877 DOUGLAS RD,JOHNS CREEK,GA,30005-4325,0,3,3,2000,200907,1,15,0,1,1,201412,1,3,1,0,12,8918,50756,50756,P80,30005,4325,,34.0717,-84.2054,Centers to Support the Independence of Specific Populations,human_services
-84.6088,33.8928,922629,1901 Hampton Springs Ct SW+ Marietta+ Georgia+ 30008,270056574,GRACE OF GOD TABERNACLE,% LUIZ HENRIQUE SILVA,1901 HAMPTON SPRINGS CT SW,MARIETTA,GA,30008-5099,0,3,3,7000,200310,1,10,0,1,1,,0,0,6,0,12,,,,X21,30008,5099,,33.8928,-84.6088,Protestant,religious
-84.5877,33.9027,922630,1220 Al Bishop Dr SW+ Marietta+ Georgia+ 30008,260280286,COBB COUNTY SAFETY VILLAGEFOUNDATION INC,% DAVID HANKERSON,1220 AL BISHOP DR SW,MARIETTA,GA,30008-4513,0,3,3,1200,200709,1,15,0,1,1,201409,4,3,2,0,9,473653,49632,42871,M40,30008,4513,,33.9027,-84.5877,Safety Education,public_safety
-84.5601,33.9205,922631,1465 W Booth Rd Ext SW+ Marietta+ Georgia+ 30008,264699499,CENTRAL COBB MOCKINGJAYS YOUTH FOOTBALL AND CHEERLEADING ASSN INC,% NICOLE CURTIS,1465 W BOOTH ROAD EXT SW,MARIETTA,GA,30008-3875,0,3,3,1200,200909,1,15,0,1,1,201212,0,0,2,0,12,0,0,0,O50,30008,3875,,33.9205,-84.5601,Youth Development Programs,youth_dev
-84.2942,34.091,922633,11675 Century Dr+ Alpharetta+ Georgia+ 30009,264587899,SEVENTH DAY MINISTRIES INC,,11675 CENTURY DR UNIT B,ALPHARETTA,GA,30009-8367,0,3,3,1000,201003,1,15,0,1,1,201301,0,0,2,0,1,0,0,0,P80,30009,8367,,34.091,-84.2942,Centers to Support the Independence of Specific Populations,human_services
-84.2955,34.0748,922634,48 Old Roswell St+ Alpharetta+ Georgia+ 30009,263320464,IMBAKO PUBLIC HEALTH,,48 OLD ROSWELL ST,ALPHARETTA,GA,30009-7908,0,3,3,1000,200904,1,12,0,1,1,201412,0,0,2,0,12,0,0,0,E320,30009,7908,,34.0748,-84.2955,,
-84.5701,33.9011,922635,2158 Austell Rd SW+ Marietta+ Georgia+ 30008,262132318,GOOD NEWS COUNSELING CENTER INC,% GRANT COLE,2158 AUSTELL RD SW,MARIETTA,GA,30008-4164,0,3,3,1200,200807,1,15,0,1,1,201412,1,3,1,0,12,4286,57242,57242,F60,30008,4164,,33.9011,-84.5701,Counseling,mentalhealth_crisisintervention
-84.571,33.9001,922636,2198 Austell Rd SW+ Marietta+ Georgia+ 30008,262977633,HUP HELPING HAITI FOUNDATION,% MARIE SIMERVIL,2198 AUSTELL RD SW STE 102,MARIETTA,GA,30008-8201,0,3,3,1000,200905,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,Q33,30008,8201,,33.9001,-84.571,International Relief,international
-84.3138,34.0855,922637,1471 Salem Dr+ Alpharetta+ Georgia+ 30009,260562792,NATIONAL ORGANIZATION FOR ADDICTIONHEALING INC,,1471 SALEM DR,ALPHARETTA,GA,30009-3144,0,3,3,1000,200805,1,15,0,1,1,201312,0,0,2,0,12,0,0,0,F20,30009,3144,,34.0855,-84.3138,Substance Abuse Dependency,mentalhealth_crisisintervention
-84.3392,34.0982,922638,13025 Birmingham Hwy+ Alpharetta+ Georgia+ 30004,263325067,MILTON CHORAL ASSOCIATION INC,,13025 BIRMINGHAM HWY,ALPHARETTA,GA,30004-7306,0,3,3,2000,200910,1,16,0,1,1,201506,3,3,1,0,6,40715,67771,67771,A6B,30004,7306,,34.0982,-84.3392,Singing & Choral Groups,arts
-84.2394,34.0948,922639,1000 Windward Con+ Alpharetta+ Georgia+ 30005,260896185,AGILE ON THE GREEN INC,% TRICIA DEMPSEY,1000 WINDWARD PARKWAY NO 160,ALPHARETTA,GA,30005-0000,0,3,3,1000,201105,1,16,0,1,1,201412,1,3,2,0,12,4138,33522,16228,G30,30005,0,,34.0948,-84.2394,Cancer,diseases
-84.3213,34.0755,922640,710 Paddock Ct+ Alpharetta+ Georgia+ 30009,261505054,LECTORSPROCLAIM ORG INC,% GENE HAYES,710 PADDOCK CT,ALPHARETTA,GA,30009-3488,0,3,3,7200,200908,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X20,30009,3488,,34.0755,-84.3213,Christianity,religious
-84.3118,34.0841,922641,1380 Mayfield Manor Dr+ Alpharetta+ Georgia+ 30009,260801825,STORYOLOGY INC,% BILL STARK,1380 MAYFIELD MANOR DR,ALPHARETTA,GA,30009-7113,0,3,3,1000,200807,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X80,30009,7113,,34.0841,-84.3118,Religious Media & Communications,religious
-84.3118,34.0841,922642,,262262711,ALPHARETTA ARBORETUM INCORPORATED,% ALPHARETTA ARBORETUM INCORPORATED,PO BOX 1074,ALPHARETTA,GA,30009-1074,0,3,3,1000,200911,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,D30,30009,1074,,,,Wildlife Preservation & Protection,animal
-84.2921,34.0789,922643,89 Cumming St+ Alpharetta+ Georgia+ 30009,260163502,AMCA INC,% LAWRENCE M CURTIN,89 CUMMING ST,ALPHARETTA,GA,30009-3642,0,3,3,7200,200711,1,11,0,1,1,,0,0,13,0,7,,,,B24,30009,3642,,34.0789,-84.2921,Primary & Elementary Schools,elementary_secondary_schools
-84.2921,34.0789,922644,,262782008,ALPHA ARTS GUILD INCORPORATED,,PO BOX 91,ALPHARETTA,GA,30009-0091,0,3,3,2000,200903,1,15,0,1,1,201506,1,1,2,0,6,2923,3093,2639,A40,30009,91,,,,Visual Arts,arts
-84.2794,34.0608,922645,2655 Northwinds Pkwy+ Alpharetta+ Georgia+ 30009,261981611,JACKSON FAMILY FOUNDATION INC,% MIKE WAGNER,2655 NORTHWINDS PKWY,ALPHARETTA,GA,30009-0000,0,3,3,1000,200809,1,4,0,1,1,201412,1,1,0,1,12,1280,500,,T22,30009,0,,34.0608,-84.2794,Private Independent Foundations,philanthropy
-83.8676,34.0817,922648,4989 Lily Stem Dr+ Auburn+ Georgia+ 30011,261367448,IGLESIA VIDA INC,% ENRIQUE JOSE AMAYA,4989 LILY STEM DR,AUBURN,GA,30011-2147,0,3,3,7000,200809,1,10,0,1,1,,0,0,6,0,12,,,,X20,30011,2147,,34.0817,-83.8676,Christianity,religious
-83.8676,34.0817,922649,,262964528,WORD REACHING DESTINY MINISTRIES,,PO BOX 1941,CONYERS,GA,30012-7294,1702,3,9,7000,196412,1,10,0,5,1,,0,0,6,0,12,,,,,30012,7294,,,,,
-83.8676,34.0817,922650,,263786404,PHOENIX PASS INC,,PO BOX 1155,CONYERS,GA,30012-1155,0,3,3,1000,201002,1,15,0,1,1,201406,5,4,1,0,6,509626,210112,210112,L21,30012,1155,,,,Low-Income & Subsidized Rental Housing,housing_shelter
-84.2729,34.0752,922651,3000 Webb Bridge Rd+ Alpharetta+ Georgia+ 30009,261504367,NEHEMIAH PROJECT,% THOMAS RUMPH JR,3000 WEBB BRIDGE RD,ALPHARETTA,GA,30009-3744,0,3,3,1270,201112,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,P40,30009,3744,,34.0752,-84.2729,Family Services,human_services
-84.3015,34.0675,922653,310 Maxwell Rd+ Alpharetta+ Georgia+ 30009,262674420,CHARTER EDUCATIONAL SERVICES & RESOURCES INC,% SELIM OZDEMIR,310 MAXWELL RD,ALPHARETTA,GA,30009-2065,0,3,3,2000,200903,1,16,0,1,1,201406,4,5,1,0,6,109892,586472,583139,B05,30009,2065,,34.0675,-84.3015,Research Institutes & Public Policy Analysis,education
-84.3009,34.0759,922656,194 Milton Ave+ Alpharetta+ Georgia+ 30009,237508874,FREE & ACCEPTED MASONS OF GEORGIA,% ROBERT MULCAY,194 MILTON AVE,ALPHARETTA,GA,30009-1558,449,10,9,1000,197209,1,0,399000000,5,1,201509,0,0,2,0,9,0,0,0,,30009,1558,,34.0759,-84.3009,,
-84.3009,34.0759,922657,,264727221,HIS WONDERFUL WORKS INC,% DEE BARNES,PO BOX 81943,CONYERS,GA,30013-9427,0,3,3,1270,201004,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,X21,30013,9427,,,,Protestant,religious
-84.3009,34.0759,922658,,237508828,FREE & ACCEPTED MASONS OF GEORGIA,% KEVIN LEE HYDE,PO BOX 82357,CONYERS,GA,30013-9434,449,10,9,1000,197209,1,0,399000000,5,1,201412,4,3,2,0,12,232332,38775,29227,,30013,9434,,,,,
-84.3429,34.1436,922660,14865 Birmingham Hwy+ Milton+ Georgia+ 30004,264803411,BIRMINGHAM FALLS FOUNDATION,,14865 BIRMINGHAM HWY,MILTON,GA,30004-8285,0,3,3,1000,200909,1,15,0,1,1,201412,4,4,1,0,12,117887,113718,113718,B112,30004,8285,,34.1436,-84.3429,,
